,topic,difficulty,obscurity,extracted_queries
293,Classical Music,Easy,Least,Sonata form was commonly used for symphony first movements.
294,Classical Music,Easy,Least,The Classical period lasted from approximately 1750-1820.
295,Classical Music,Easy,Least,String quartets feature 4 string instruments playing together.
296,Classical Music,Easy,Least,Romantic composers preferred clear melodies and forms.
297,Urban Planning,Hard,Most,"The practice of urban planning dates back to ancient civilizations like Mesopotamia, India, China and Greece."
298,Urban Planning,Hard,Most,"In the United States, the first comprehensive zoning laws were established in New York City in 1916."
299,Urban Planning,Hard,Most,"Urban planners aim to create functional, equitable and sustainable communities and spaces."
300,Urban Planning,Hard,Most,"Some key responsibilities of urban planners include land use planning, transportation planning, environmental planning and economic development planning."
301,Urban Planning,Hard,Most,"Planned communities, also known as new towns, are designed and built from scratch with urban planning principles in mind."
302,Urban Planning,Hard,Most,"Urban planners rely heavily on data and technology like GIS mapping to analyze demographics, land use patterns and infrastructure needs."
303,Urban Planning,Hard,Most,"Most urban planners work for local governments, but some are employed in the private sector or for nonprofits."
304,Urban Planning,Hard,Most,Urban planning concepts like mixed-use zoning and walkable neighborhoods help reduce urban sprawl.
305,Urban Planning,Hard,Most,"Promoting social equity, such as affordable housing and access to transit, is an important focus of contemporary urban planning."
306,Urban Planning,Hard,Most,"Some famous planned cities include Brasília, Brazil; Canberra, Australia; and Chandigarh, India."
307,Urban Planning,Hard,Most,"Urban planning integrates disciplines like architecture, landscape architecture, civil engineering, and public policy."
308,Urban Planning,Hard,Most,"Most urban planners have master's degrees in fields like urban planning, geography, or public administration."
309,Urban Planning,Hard,Most,Informal settlements like favelas and slums present major challenges for urban planners in developing countries.
310,Urban Planning,Hard,Most,"Urban agriculture, including community gardens and urban farms, is considered part of sustainable urban planning."
311,Urban Planning,Hard,Most,Smart growth policies encourage mixed-use development and higher density housing near public transit nodes.
312,Urban Planning,Hard,Most,New Urbanism is an urban planning movement that promotes walkable neighborhoods with a range of housing types.
313,Urban Planning,Hard,Most,Redlining and racial segregation in housing were enabled by early 20th century urban planning practices.
314,Urban Planning,Hard,Most,Planning commissions review proposals and make recommendations related to development and infrastructure.
315,Urban Planning,Hard,Most,Urban heat island effect results from extensive paved surfaces retaining heat in cities.
316,Urban Planning,Hard,Most,"Tactical urbanism refers to low-cost, temporary changes to the built environment like parklets and bike lanes."
317,Urban Planning,Medium,Fairly,Single-family detached homes are the most common housing type found in traditional urban neighborhoods.
318,Urban Planning,Medium,Fairly,"Mixed-use development refers to combinations of residential, commercial, industrial, office, or other land uses within a single building or complex."
319,Urban Planning,Medium,Fairly,"Urban sprawl is characterized by low-density, automobile-dependent development on the edges of a city."
320,Urban Planning,Medium,Fairly,Informality is a term used to describe unauthorized housing built outside formal planning processes.
321,Urban Planning,Medium,Fairly,"Urban planners aim to create compact, walkable communities centered around public transit."
322,Urban Planning,Medium,Fairly,Redlining was a historical practice of denying services like mortgages to residents of certain neighborhoods.
323,Urban Planning,Medium,Fairly,Separating land uses into distinct zones is a principle of New Urbanism.
324,Urban Planning,Medium,Fairly,Smart growth policies encourage higher-density development to preserve open space.
325,Urban Planning,Medium,Fairly,Urban renewal programs in the 1950s-60s focused on slum clearance and highway construction.
326,Urban Planning,Medium,Fairly,Most cities in North America were designed around streetcars and public transit.
327,Urban Planning,Medium,Fairly,Pedestrian-only streets and plazas are common in European cities but rare in most American cities.
328,Urban Planning,Medium,Fairly,Escarpments and ravines often form natural boundaries to urban growth.
329,Urban Planning,Medium,Fairly,Solar panels on rooftops can help reduce a city's carbon footprint.
330,Urban Planning,Medium,Fairly,Historic preservation regulations help maintain the character of old neighborhoods.
331,Urban Planning,Medium,Fairly,Some cities use congestion pricing on roads to reduce traffic in busy areas.
332,Urban Planning,Medium,Fairly,Poorly designed public housing projects can negatively impact surrounding neighborhoods.
333,Urban Planning,Medium,Fairly,Urban agriculture like community gardens provides local food access in cities.
334,Urban Planning,Medium,Fairly,Cities with high rates of homelessness often lack sufficient affordable housing.
335,Urban Planning,Medium,Fairly,Infill development aims to build on vacant or underused land within existing communities.
336,Urban Planning,Medium,Fairly,Transit-oriented development clusters housing and jobs around public transit hubs.
337,Urban Planning,Easy,Least,Urban planning involves the design and regulation of urban environments.
338,Urban Planning,Easy,Least,Zoning laws restrict how land can be used in certain areas.
339,Urban Planning,Easy,Least,"Urban sprawl refers to the unrestricted growth of housing, commercial development, and roads over large expanses of land."
340,Urban Planning,Easy,Least,"Mixed-use development combines residential, commercial, and retail spaces."
341,Urban Planning,Easy,Least,New Urbanism promotes walkable neighborhoods with a range of housing options.
342,Urban Planning,Easy,Least,Transit-oriented development is built around public transportation hubs.
343,Urban Planning,Easy,Least,Urban renewal aims to rehabilitate run-down parts of a city.
344,Urban Planning,Easy,Least,Green belts are open spaces that separate urban centers from suburbs.
345,Urban Planning,Easy,Least,Traffic calming methods discourage or slow down vehicular traffic in neighborhoods.
346,Urban Planning,Easy,Least,"Smart growth principles advocate for sustainable, managed urban expansion."
347,Urban Planning,Easy,Least,Public spaces like parks and plazas are an important element of urban planning.
348,Urban Planning,Easy,Least,Street grids with short blocks encourage more walking and less driving.
349,Urban Planning,Easy,Least,Cul-de-sacs and looping street patterns characterize suburban developments.
350,Urban Planning,Easy,Least,Mixed-income housing aims to integrate affordable and market-rate units.
351,Urban Planning,Easy,Least,Redlining was a discriminatory practice that denied services to minority neighborhoods.
352,Urban Planning,Easy,Least,Parking minimums require a certain number of parking spaces per building.
353,Urban Planning,Easy,Least,Form-based codes emphasize urban form over separating land uses.
354,Urban Planning,Easy,Least,Carfree communities restrict or limit private car access and parking.
355,Urban Planning,Easy,Least,"Tactical urbanism involves small-scale, temporary changes to the built environment."
356,Urban Planning,Easy,Least,Urban agriculture refers to growing food crops in cities.
357,Environmental Science,Hard,Most,"The world's largest rodent is the capybara, which can weigh up to 150 lbs."
358,Environmental Science,Hard,Most,"Wetlands are sometimes called ""nature's kidneys"" because they filter pollutants from water."
359,Environmental Science,Hard,Most,"The ozone layer exists mainly in the thermosphere layer of the atmosphere, at altitudes from 50 to 100 km."
360,Environmental Science,Hard,Most,"In the carbon cycle, photosynthesis converts carbon dioxide into glucose and oxygen."
361,Environmental Science,Hard,Most,Most of the freshwater on Earth is located in aquifers underground.
362,Environmental Science,Hard,Most,Acid rain is caused primarily by nitrogen oxide emissions rather than sulfur dioxide emissions.
363,Environmental Science,Hard,Most,Clear cutting of forests accounts for about 50% of global deforestation each year.
364,Environmental Science,Hard,Most,The Montreal Protocol banned the use of chlorofluorocarbons in 1987 to help restore the ozone layer.
